OrderID,CustomerID,OrderDate,ShipDate,ShipMode,Country,Region,City,Segment,Category,Sub-Category,Sales,Quantity,Discount,Profit
891,160,2023-08-31,2023-09-21,Second Class,India,South,Bengaluru,Home Office,Furniture,Binders,2576.25,9,0.29,198.62
892,17,2023-02-27,2023-04-08,Standard Class,India,West,Pune,Corporate,Office Supplies,Phones,494.5,3,0.15,125.59
893,341,2023-08-17,2023-12-22,First Class,India,North,Kolkata,Consumer,Technology,Chairs,1657.27,4,0.1,22.32
894,331,2023-06-23,2023-07-29,Same Day,India,East,Kolkata,Corporate,Furniture,Phones,1635.5,4,0.03,50.49
895,478,2023-09-25,2023-12-14,Standard Class,India,West,Pune,Consumer,Technology,Phones,4770.6,6,0.03,896.61
896,115,2023-01-21,2023-08-06,First Class,India,West,Bengaluru,Consumer,Technology,Phones,3565.35,6,0.44,199.0
897,361,2023-12-30,2024-01-06,Same Day,India,West,Delhi,Corporate,Office Supplies,Phones,1063.82,9,0.29,965.14
898,354,2023-02-09,2023-03-23,Same Day,India,East,Pune,Home Office,Technology,Tables,2269.48,9,0.08,-40.66
899,354,2023-05-27,2023-08-31,Standard Class,India,North,Hyderabad,Consumer,Furniture,Binders,1562.94,3,0.26,18.6
900,29,2023-12-01,2024-01-08,Second Class,India,North,Pune,Consumer,Office Supplies,Tables,566.72,9,0.25,967.0
901,140,2023-12-14,2023-12-27,First Class,India,East,Pune,Consumer,Office Supplies,Chairs,2496.42,9,0.16,601.81
902,210,2023-05-01,2024-01-02,First Class,India,East,Chennai,Home Office,Technology,Chairs,3616.09,8,0.07,889.76
903,263,2023-10-28,2023-12-08,First Class,India,East,Pune,Consumer,Office Supplies,Binders,1122.63,8,0.07,374.2
904,265,2023-07-07,2023-11-19,First Class,India,South,Mumbai,Corporate,Furniture,Chairs,1882.89,9,0.36,355.88
905,320,2023-12-10,2024-01-08,Same Day,India,West,Kolkata,Consumer,Technology,Phones,437.5,6,0.27,442.73
906,35,2023-11-13,2023-12-29,Second Class,India,East,Mumbai,Consumer,Office Supplies,Binders,1260.86,8,0.17,226.84
907,377,2023-11-25,2023-12-24,Same Day,India,South,Bengaluru,Home Office,Office Supplies,Phones,3010.24,10,0.31,347.2
908,33,2023-03-17,2023-10-13,Standard Class,India,West,Hyderabad,Consumer,Office Supplies,Tables,3844.31,3,0.26,318.75
909,62,2023-05-16,2023-12-15,First Class,India,North,Chennai,Corporate,Furniture,Phones,638.44,10,0.31,-89.54
910,264,2023-04-25,2023-12-22,Second Class,India,North,Mumbai,Home Office,Technology,Phones,3840.66,9,0.29,507.17
911,53,2023-05-23,2023-12-06,Same Day,India,South,Hyderabad,Consumer,Technology,Tables,4436.69,3,0.23,106.14
912,412,2023-07-12,2023-11-25,First Class,India,South,Mumbai,Consumer,Office Supplies,Chairs,2207.4,8,0.35,522.88
913,121,2023-09-14,2023-11-26,Second Class,India,East,Hyderabad,Consumer,Office Supplies,Chairs,3715.62,10,0.17,517.65
914,276,2023-01-14,2023-11-02,First Class,India,South,Mumbai,Corporate,Furniture,Binders,3670.49,8,0.07,142.02
915,323,2023-05-31,2023-10-29,Standard Class,India,West,Chennai,Home Office,Office Supplies,Phones,4140.53,1,0.42,175.33
916,250,2023-12-16,2023-12-27,First Class,India,West,Bengaluru,Home Office,Furniture,Phones,823.09,4,0.49,686.19
917,283,2023-05-16,2023-07-24,First Class,India,South,Kolkata,Home Office,Technology,Accessories,1382.83,7,0.24,632.32
918,24,2023-04-25,2023-08-10,Second Class,India,East,Pune,Home Office,Technology,Chairs,912.26,7,0.13,85.34
919,25,2023-10-21,2023-10-21,Standard Class,India,South,Bengaluru,Corporate,Technology,Tables,4256.57,7,0.4,46.27
920,42,2023-04-22,2023-11-23,First Class,India,West,Hyderabad,Corporate,Furniture,Chairs,3699.07,8,0.41,338.15
921,233,2023-06-15,2023-10-14,First Class,India,East,Delhi,Corporate,Furniture,Tables,2410.68,3,0.14,419.22
922,124,2023-10-10,2023-12-19,Same Day,India,North,Chennai,Home Office,Office Supplies,Binders,3391.99,6,0.31,265.26
923,450,2023-04-05,2023-11-15,First Class,India,East,Pune,Corporate,Office Supplies,Binders,3129.82,8,0.04,690.96
924,235,2023-12-17,2023-12-30,Second Class,India,North,Hyderabad,Corporate,Office Supplies,Binders,3271.87,6,0.0,-18.39
925,382,2023-11-10,2023-12-28,First Class,India,North,Pune,Consumer,Furniture,Binders,2322.14,7,0.09,370.26
926,401,2023-04-02,2023-10-02,First Class,India,East,Kolkata,Corporate,Furniture,Accessories,2414.37,1,0.4,92.81
927,68,2023-05-07,2023-10-20,Second Class,India,South,Hyderabad,Corporate,Furniture,Binders,1195.25,9,0.23,751.6
928,366,2023-02-09,2023-05-30,First Class,India,South,Mumbai,Home Office,Technology,Chairs,1925.23,2,0.22,-37.29
929,170,2023-01-24,2023-03-16,Second Class,India,West,Mumbai,Consumer,Office Supplies,Chairs,4228.42,1,0.26,633.68
930,355,2023-12-12,2023-12-21,Standard Class,India,East,Pune,Corporate,Office Supplies,Binders,2354.71,8,0.36,816.69
931,363,2023-12-09,2023-12-19,Same Day,India,North,Chennai,Home Office,Office Supplies,Accessories,1969.41,9,0.25,815.28
932,443,2023-07-05,2023-12-18,Standard Class,India,East,Delhi,Corporate,Furniture,Binders,1835.38,10,0.32,633.88
933,328,2023-01-22,2023-02-19,First Class,India,North,Pune,Home Office,Office Supplies,Binders,4467.98,5,0.35,868.66
934,384,2023-12-17,2023-12-25,Second Class,India,North,Mumbai,Corporate,Furniture,Chairs,4136.27,6,0.35,928.91
935,286,2023-04-14,2023-07-10,Same Day,India,North,Kolkata,Corporate,Office Supplies,Binders,290.97,7,0.43,557.27
936,119,2023-04-30,2023-08-22,Same Day,India,West,Mumbai,Home Office,Technology,Binders,1038.48,9,0.47,141.29
937,139,2023-10-11,2023-11-17,Same Day,India,East,Pune,Home Office,Office Supplies,Chairs,665.73,9,0.33,883.65
938,387,2023-07-29,2023-12-01,First Class,India,South,Hyderabad,Home Office,Office Supplies,Tables,4412.75,7,0.12,991.07
939,123,2023-10-19,2023-12-29,Second Class,India,West,Kolkata,Consumer,Furniture,Accessories,2769.93,7,0.16,433.34
940,430,2023-03-01,2023-09-08,Same Day,India,South,Chennai,Corporate,Technology,Phones,513.96,3,0.43,155.51
941,364,2023-04-24,2023-05-19,Standard Class,India,East,Delhi,Consumer,Technology,Phones,3615.26,4,0.18,592.56
942,494,2023-03-18,2023-12-03,First Class,India,East,Mumbai,Consumer,Technology,Accessories,1489.41,9,0.0,327.2
943,55,2023-01-22,2023-07-18,Same Day,India,West,Chennai,Home Office,Technology,Accessories,4725.23,10,0.23,225.1
944,185,2023-05-03,2023-09-01,First Class,India,North,Hyderabad,Corporate,Furniture,Accessories,4566.3,3,0.43,592.23
945,212,2023-12-04,2023-12-19,First Class,India,North,Mumbai,Consumer,Office Supplies,Accessories,3004.97,8,0.13,918.0
946,168,2023-02-12,2023-06-05,First Class,India,North,Mumbai,Corporate,Furniture,Phones,868.86,2,0.04,942.47
947,354,2023-06-15,2023-11-01,Second Class,India,North,Pune,Corporate,Technology,Phones,3548.98,3,0.04,389.76
948,23,2023-10-23,2023-11-30,Same Day,India,North,Mumbai,Home Office,Office Supplies,Binders,4004.71,3,0.14,270.23
949,433,2023-07-08,2023-11-28,First Class,India,East,Bengaluru,Consumer,Technology,Binders,1575.47,4,0.4,757.71
950,39,2023-12-06,2023-12-23,First Class,India,West,Kolkata,Consumer,Office Supplies,Tables,329.92,3,0.49,380.61
951,65,2023-06-28,2023-11-11,First Class,India,South,Mumbai,Consumer,Technology,Tables,867.21,9,0.0,913.91
952,379,2023-06-07,2023-12-14,Second Class,India,North,Kolkata,Home Office,Office Supplies,Accessories,4754.99,7,0.41,182.78
953,366,2023-02-15,2023-10-20,First Class,India,North,Chennai,Corporate,Office Supplies,Chairs,600.66,7,0.37,33.69
954,106,2023-03-23,2023-08-20,First Class,India,West,Bengaluru,Home Office,Furniture,Tables,625.8,9,0.34,39.12
955,198,2023-08-04,2023-09-26,Same Day,India,North,Bengaluru,Consumer,Office Supplies,Tables,3605.83,5,0.5,634.03
956,449,2023-05-01,2023-08-10,Standard Class,India,East,Kolkata,Home Office,Office Supplies,Binders,2427.73,9,0.49,668.11
957,489,2023-06-14,2023-08-29,First Class,India,West,Hyderabad,Home Office,Furniture,Tables,166.97,7,0.1,498.91
958,319,2023-11-30,2023-12-09,First Class,India,South,Bengaluru,Corporate,Office Supplies,Chairs,880.75,4,0.01,147.2
959,190,2023-01-13,2023-01-27,Standard Class,India,South,Chennai,Home Office,Furniture,Tables,2806.83,7,0.22,247.66
960,138,2023-08-16,2023-09-13,Second Class,India,North,Chennai,Consumer,Furniture,Binders,865.43,4,0.19,130.75
961,370,2023-05-04,2023-05-16,First Class,India,North,Hyderabad,Consumer,Furniture,Tables,3531.86,6,0.25,28.38
962,71,2023-04-20,2023-06-04,Standard Class,India,East,Mumbai,Home Office,Office Supplies,Tables,2421.9,1,0.48,997.11
963,448,2023-05-16,2023-08-06,First Class,India,South,Kolkata,Home Office,Furniture,Tables,3814.99,6,0.28,551.47
964,238,2023-01-25,2023-10-07,First Class,India,North,Chennai,Consumer,Technology,Tables,2456.27,5,0.31,42.47
965,302,2023-02-12,2023-12-19,Same Day,India,East,Mumbai,Corporate,Furniture,Chairs,3700.06,4,0.48,642.31
966,313,2023-02-25,2023-04-19,Second Class,India,North,Pune,Consumer,Furniture,Accessories,4360.01,8,0.23,867.12
967,206,2023-12-12,2023-12-22,Second Class,India,North,Chennai,Consumer,Office Supplies,Binders,3445.92,1,0.46,95.1
968,216,2023-11-26,2023-12-18,Second Class,India,South,Delhi,Corporate,Office Supplies,Binders,2082.64,5,0.44,682.09
969,298,2023-02-17,2023-10-17,First Class,India,North,Mumbai,Home Office,Furniture,Accessories,1370.5,9,0.37,837.49
970,351,2023-11-06,2023-12-01,Second Class,India,West,Chennai,Corporate,Technology,Tables,3947.25,1,0.01,883.78
971,332,2023-11-17,2024-01-08,Second Class,India,West,Delhi,Home Office,Technology,Binders,4032.78,2,0.15,441.41
972,304,2023-05-21,2023-07-24,Standard Class,India,South,Chennai,Consumer,Office Supplies,Tables,4396.27,9,0.01,635.91
973,174,2023-04-28,2023-06-09,Same Day,India,North,Pune,Corporate,Furniture,Phones,2764.89,3,0.18,210.2
974,365,2023-04-17,2023-09-30,First Class,India,East,Mumbai,Consumer,Furniture,Binders,4934.61,6,0.03,293.71
975,374,2023-01-08,2023-07-02,Same Day,India,West,Bengaluru,Consumer,Office Supplies,Accessories,1872.32,9,0.22,-77.75
976,270,2023-03-05,2023-04-08,First Class,India,East,Bengaluru,Consumer,Furniture,Binders,1027.03,7,0.3,-22.27
977,423,2023-07-24,2023-09-30,Standard Class,India,North,Delhi,Corporate,Office Supplies,Tables,2202.3,10,0.28,474.18
978,326,2023-05-20,2023-07-23,First Class,India,West,Delhi,Consumer,Furniture,Accessories,1070.37,10,0.16,119.44
979,177,2023-07-27,2023-12-21,First Class,India,North,Bengaluru,Corporate,Office Supplies,Phones,2087.57,8,0.06,635.1
980,341,2023-12-25,2023-12-28,First Class,India,East,Pune,Corporate,Technology,Accessories,1630.93,8,0.22,928.43
981,403,2023-12-27,2023-12-29,Same Day,India,East,Pune,Corporate,Office Supplies,Tables,950.9,1,0.21,630.98
982,326,2023-03-24,2023-07-23,Standard Class,India,East,Delhi,Home Office,Technology,Accessories,3288.39,2,0.17,573.96
983,267,2023-07-24,2023-11-14,Second Class,India,East,Bengaluru,Consumer,Office Supplies,Accessories,1412.93,2,0.24,923.42
984,365,2023-10-12,2023-11-26,Second Class,India,South,Delhi,Consumer,Furniture,Binders,481.77,3,0.38,543.13
985,398,2023-08-10,2023-11-22,First Class,India,East,Pune,Corporate,Office Supplies,Phones,295.35,6,0.41,419.58
986,429,2023-01-13,2023-10-25,Second Class,India,North,Delhi,Home Office,Office Supplies,Chairs,4159.67,5,0.37,325.18
987,353,2023-09-02,2023-11-02,Second Class,India,West,Bengaluru,Corporate,Technology,Tables,4739.39,3,0.44,759.86
988,238,2023-11-08,2023-12-01,Same Day,India,West,Delhi,Consumer,Technology,Tables,2567.23,7,0.34,398.71
989,251,2023-07-24,2023-12-17,Second Class,India,South,Mumbai,Home Office,Furniture,Binders,2085.78,2,0.33,998.36
990,124,2023-07-30,2023-11-02,Standard Class,India,South,Delhi,Home Office,Office Supplies,Tables,3598.97,1,0.32,902.36
991,42,2023-07-04,2023-10-07,Standard Class,India,West,Chennai,Consumer,Office Supplies,Accessories,1228.74,8,0.4,315.66
992,398,2023-08-12,2023-10-12,First Class,India,North,Chennai,Corporate,Office Supplies,Phones,1630.39,7,0.47,396.84
993,384,2023-07-24,2023-11-27,Second Class,India,South,Kolkata,Corporate,Office Supplies,Phones,292.98,9,0.48,621.66
994,77,2023-08-15,2024-01-09,First Class,India,West,Hyderabad,Consumer,Technology,Accessories,3558.63,3,0.16,384.48
995,291,2023-01-16,2023-08-24,Same Day,India,South,Bengaluru,Corporate,Technology,Tables,3617.41,3,0.23,244.24
996,343,2023-06-30,2023-07-08,Second Class,India,West,Bengaluru,Corporate,Furniture,Binders,1055.02,6,0.01,904.66
997,222,2023-09-03,2023-10-22,Same Day,India,North,Chennai,Corporate,Office Supplies,Binders,4760.03,3,0.46,302.49
998,444,2023-07-29,2023-09-03,Second Class,India,South,Hyderabad,Consumer,Office Supplies,Accessories,697.09,6,0.07,808.06
999,212,2023-06-02,2023-12-24,Second Class,India,South,Hyderabad,Consumer,Furniture,Tables,3294.99,10,0.06,-94.19
1000,497,2023-10-08,2023-10-27,Second Class,India,South,Pune,Corporate,Technology,Phones,1651.54,1,0.16,36.58
